,JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
761,"Mobile/Web Developer - Long term consulting, 100% Remote",Endurance IT,"Virginia Beach, VA 23452 (Thalia area)•Remote",30+ days ago,2021-09-09,"
luThe Internet Developer position will be responsible for working with the leadership team to define and develop CBN’s mobile and OTT applications.lu
",,https://www.indeed.com/rc/clk?jk=5a43d25846d9d2f5&fccid=9e7ce1fe9c368594&vjs=3
762,DevOps Engineer,"Zoom Video Communications, Inc.",Remote,30+ days ago,2021-09-09,"
luPerform large scale software application configuration and deployment of foundational services for Zoom’s video conferencing that make the company a household…lu
",,https://www.indeed.com/rc/clk?jk=353bfe70118200ab&fccid=e32d933c26e873c8&vjs=3
763,newArchitect - Azure Solutions,Sungard Availability Services,Remote,2 days ago,2021-09-09,"
luAs part of the Sungard Availability Services NextGen Public Cloud team you will work closely with your colleagues to deliver all aspects of the Managed Azure…lu
",,https://www.indeed.com/rc/clk?jk=dda181392680a73c&fccid=4bc133dc06f3f9bc&vjs=3
764,Senior Drupal Developer - Remote,Adtalem Global Education,"Chicago, IL 60661 (West Loop Gate area)•Remote",30+ days ago,2021-09-09,"
luAs the Senior Drupal Developer, you are responsible for working Drupal 8 and 9 projects through the entire life cycle.lu
luBuild UI with responsive capabilities.lu
",,https://www.indeed.com/rc/clk?jk=d7fff2b630dbed93&fccid=f514a91d9384bcfb&vjs=3
765,"Software Engineer, AI",Facebook,Remote,30+ days ago,2021-09-09,"
luThe ideal candidate will have industry experience working on a range of problems.lu
luApply relevant AI and machine learning techniques to build intelligent user…lu
",,https://www.indeed.com/rc/clk?jk=64fd70edab9a1e4d&fccid=1639254ea84748b5&vjs=3
766,eCommerce Application Architect (Remote),Medline Industries Inc,"Mundelein, IL 60060•Remote",10 days ago,2021-09-09,"
luDecomposing Ecommerce functionality into independent components and APIs.lu
luDesigning application architectures that meet Medline’s standards for resiliency,…lu
",,https://www.indeed.com/rc/clk?jk=e9cf822e31f93b22&fccid=becffc87cf690da3&vjs=3
767,Staff Application Security Engineer,Risk Management Solutions (RMS),Remote,30+ days ago,2021-09-09,"
luEnsuring RMS web applications, APIs and cloud services are planned, designed, developed, implemented, and monitored in accordance with security controls related…lu
",,https://www.indeed.com/rc/clk?jk=7678c993c170b0c8&fccid=ce4188c7cc27d17e&vjs=3
768,"Senior Solutions Engineer, B2B",Flywire,Remote,28 days ago,2021-09-09,"
luIn this remote role, you will identify new features, products and business opportunities while acting as a critical driver of sales initiatives.lu
",,https://www.indeed.com/rc/clk?jk=564cd6fe98fded96&fccid=1b4c78c5aa88a4a2&vjs=3
769,Full Stack Engineer,Promenade,"Santa Monica, CA•Remote",30+ days ago,2021-09-09,"
luWork with product and engineering teams during agile lifecycle to deliver both engineering and product feature sets.lu
luGreat Medical/Dental/Vision coverage.lu
",,https://www.indeed.com/rc/clk?jk=17474cb098c44e59&fccid=a1e0723148d5dec7&vjs=3
770,Netsuite ERP Developer,AnitaB.org,"Belmont, CA•Remote",30+ days ago,2021-09-09,"
luWe are seeking a Senior Developer to work on the team tasked with extending the NetSuite ERP product to handle the sophisticated business needs of organizations…lu
",,https://www.indeed.com/rc/clk?jk=25f257db011be4af&fccid=335ea0ff0149f7c3&vjs=3
771,eCommerce Marketing Manager,The Institutes,Remote,20 days ago,2021-09-09,"
luThe Institutes is looking for an innovative, tech-savvy, data-driven marketer to implement and manage our day-to-day eCommerce business.lu
",,https://www.indeed.com/rc/clk?jk=5fa41765fcfac206&fccid=859e4ad467e5200a&vjs=3
772,newLead Cloud Architect,SAIC,"Reston, VA 20190•Remote",Just posted,2021-09-09,"
luClearance Level Must Be Able to Obtain: Public Trust.lu
luWorks closely with the Lead Architects to implement and drive secure, automated solutions that are in…lu
","$175,001 to $200,000 a year",https://www.indeed.com/rc/clk?jk=b81aa6913a6b6134&fccid=f3b836e645f9b36d&vjs=3
773,Software Developer - Drupal,Hathway,Remote,Active 21 days ago,2021-09-09,"
luAs a Drupal developer, you will take ownership of and contribute to Drupal projects during all project phases, as well as expand & maintain best practices,…lu
",,https://www.indeed.com/company/Hathway/jobs/Software-Developer-5329d1f5fbb8c453?fccid=21296074c1d62b53&vjs=3
774,DevOps Engineer,Universal Music Group,Remote,16 days ago,2021-09-09,"
luThe position will be responsible for technical delivery of cloud-based projects.lu
luUtilize technical skills and tools to coordinate, maintain, enhance, and deploy…lu
",,https://www.indeed.com/rc/clk?jk=d364fbbd876bb279&fccid=cc6e623ce335957a&vjs=3
775,Enterprise Architect,Intone Networks,Remote,30+ days ago,2021-09-09,"
luEnterprise Architect- Experience with eCommerce required Experience with enterprise eCommerce platforms like Oracle Commerce ATG & Endeca, Oracle Commerce Cloud…lu
",,https://www.indeed.com/rc/clk?jk=6f346f490973fb1c&fccid=3ed0572c448b2368&vjs=3
776,Security Architect,Intone Networks,Remote,22 days ago,2021-09-09,"
luSecurity Architecture This role should have all of the skills required for the Security Analyst listed below, plus: Must have worked on Threat modeling and…lu
",,https://www.indeed.com/rc/clk?jk=81db6a3b32cae7f7&fccid=3ed0572c448b2368&vjs=3
777,Senior Software Engineer - OSS Community (open to remote),New Relic,"Saint Paul, MN 55101+20 locations•Remote",30+ days ago,2021-09-09,"
luRemote team members will work out of their home office and should have successfully worked remotely previously.lu
",,https://www.indeed.com/rc/clk?jk=1cc2ac1949427c01&fccid=ade8cd847c0482cd&vjs=3
778,Site Reliability Engineer (Remote/Gainesville),SharpSpring,"Gainesville, FL•Remote",17 days ago,2021-09-09,"
luDesign, create, and maintain cloud infrastructure on Google Cloud Platform (GCP).lu
luDevelop internal tools using Python and Golang.lu
luMust have strong Bash skills.lu
",,https://www.indeed.com/rc/clk?jk=eebbbe3c213ec5af&fccid=1ba7e95720fbe58c&vjs=3
779,Data Conversion Engineer (Remote),Daxko,"Birmingham, AL 35209•Remote",30+ days ago,2021-09-09,"
luAs a Data Conversion Engineer, you are responsible for executing data conversions between client systems and Daxko’s products including ETL processing and…lu
",,https://www.indeed.com/rc/clk?jk=0c537b6d4d2c8e31&fccid=9d754cac252b392f&vjs=3
780,24.Software Developer,Executive Software Guild (ESG),Remote,30+ days ago,2021-09-09,"
luThe client is looking for a luPHPlu Web Software Developer to work within the agile team responsible for developing and maintaining many of our Research websites.lu
",,https://www.indeed.com/rc/clk?jk=b54954bddc78e7b9&fccid=370442457972fb20&vjs=3
781,PwC Technology - DevOps Engineer (Remote),PRICE WATERHOUSE COOPERS,"Tampa, FL•Remote",15 days ago,2021-09-09,"
luYou’ll focus on managing the design and implementation of technology infrastructure within PwC, developing and enhancing both client and internal facing…lu
",,https://www.indeed.com/rc/clk?jk=8b71e3a5cfc9692a&fccid=5e964c4afc56b180&vjs=3
782,Solutions Architect - Professional Services,SevOne,Remote,30+ days ago,2021-09-09,"
luProvides relevant customer feedback to corporate: features, futures, challenges, success stories, and competitive field intelligence.lu
",,https://www.indeed.com/rc/clk?jk=262d072716d21f1a&fccid=303e5d588c71c1b8&vjs=3
783,PPC Specialist,Thee Digital,"Boston, MA•Remote",30+ days ago,2021-09-09,"
luCraft compelling creative and converting ad copy to maximize CTR.lu
luCreate, categorize, and refine keyword lists to create a comprehensive campaign that drives…lu
",,https://www.indeed.com/rc/clk?jk=44b3adb47b37b9c3&fccid=b6a4d7decd21ec15&vjs=3
784,Senior Dev Ops,Privia Health,Remote,24 days ago,2021-09-09,"
luDepartment or Business Unit: Product Engineering.lu
luReporting Structure: SVP, Product Engineering.lu
luThe Senior DevOps Engineer works across the Product Engineering…lu
",,https://www.indeed.com/rc/clk?jk=c7e0cf952e6a937b&fccid=e29919cb6c7faca5&vjs=3
785,Lead Backend Developer,Isobar,"New York, NY 10001 (Chelsea area)•Remote",30+ days ago,2021-09-09,"
luWork with remote mobile team to design and implement new chat features.lu
luOur differences make us richer and enable stronger relationships with each other and…lu
",,https://www.indeed.com/company/Isobar/jobs/Lead-Backend-Developer-3f1f7d56d62a6cc7?fccid=b3a47269bc51afec&vjs=3
786,Solution Engineer - East Coast (Remote),Jumio Corporation,"Miami, FL+4 locations•Remote",30+ days ago,2021-09-09,"
luWorking closely with Product Management, Marketing, and other Jumio business units to maintain and improve the technical and functional knowledge of existing…lu
",,https://www.indeed.com/rc/clk?jk=c785aede56db3d4b&fccid=4010626516c5a842&vjs=3
787,Devops Engineer,ServerGuy,Remote,30+ days ago,2021-09-09,"
luParticipate in engineering design initiatives across various disciplines of Cloud Platform and drive execution of these deployments to the highest standards.lu
",,https://www.indeed.com/rc/clk?jk=e1d5104449468ee5&fccid=931a0fae0325f7d4&vjs=3
788,Backend Drupal Developer,Phase2,Remote,30+ days ago,2021-09-09,"
luPhase2 is a digital product agency passionate about customer experience, grounded in data and insights, and rooted in 20 years of successful technology delivery…lu
",,https://www.indeed.com/rc/clk?jk=4d2a685503fad854&fccid=de21c88cd020293b&vjs=3
789,Adobe Commerce/Magento Architect-Lead,Intone Networks,Remote,30+ days ago,2021-09-09,"
luSeveral Adobe Commerce (formerly Magento) / luPHPlu Lead Developer / Architects needed for solution and technical architecture, team leadership and development on…lu
",,https://www.indeed.com/rc/clk?jk=8c3833d185c639aa&fccid=3ed0572c448b2368&vjs=3
790,Full Stack Developer - Remote,Varian Medical Systems,"Seattle, WA•Remote",30+ days ago,2021-09-09,"
luParticipate in workflow design and analyze existing production and implementation processes in order to ensure scalable solutions.lu
",,https://www.indeed.com/rc/clk?jk=387d5a5f299b2aae&fccid=8fd9ec46a3e1e11a&vjs=3
791,WordPress Developer [Remote],Radish Lab,Remote,24 days ago,2021-09-09,"
luAs a part of our development team you will work on numerous projects, translating design into clean and consistent code.lu
luKnow when to ask for help.lu
",,https://www.indeed.com/rc/clk?jk=b755456361195c35&fccid=a3edf4e62e3a1f89&vjs=3
792,Lead Software Drupal Engineer - Remote,Adtalem Global Education,"Chicago, IL 60661 (West Loop Gate area)•Remote",30+ days ago,2021-09-09,"
luThis Technical Lead Lead will be a hands-on person, responsible for working Drupal 7/8 projects through the entire life cycle.lu
",,https://www.indeed.com/rc/clk?jk=dd6fabcd6ba1be52&fccid=f514a91d9384bcfb&vjs=3
793,Technical Support Engineer - APM (Remote PST/MT Time Zones),New Relic,"Phoenix, AZ 85034 (Central City area)+20 locations•Remote",9 days ago,2021-09-09,"
luYou will collaborate with fellow Support Engineers to creatively and passionately seek customer problems while honing your technical skills.lu
",,https://www.indeed.com/rc/clk?jk=d12afd1e92fc8710&fccid=ade8cd847c0482cd&vjs=3
794,Senior Software Support Engineer,Tech Dynamism,"Charlottesville, VA 22902+1 location•Remote",30+ days ago,2021-09-09,"
luOur Senior Software Support Engineer is responsible for the maintenance and minor enhancements of all of our applications and integrations that we have…lu
",,https://www.indeed.com/company/Tech-Dynamism/jobs/Senior-Software-Support-Engineer-5232351fb24bf66b?fccid=5dff0f4af8106c6f&vjs=3
795,"Staff Software Engineer, Search Matching",Etsy,"Brooklyn, NY 11201•Remote",30+ days ago,2021-09-09,"
luAs an engineer on the team, you will play a major role in improving the shopping experience for millions of Etsy buyers!lu
",,https://www.indeed.com/rc/clk?jk=21a73b7bffc78f7e&fccid=9ecb91618c39a24f&vjs=3
796,Senior Full Stack Web Developer,Patientco,"Atlanta, GA•Remote",30+ days ago,2021-09-09,"
luBuild, test, and support new features/bug fixes in both new and existing applications.lu
luThis position will also manage projects building out internal tooling to…lu
",,https://www.indeed.com/rc/clk?jk=4cd2e81f7ad7bf66&fccid=234fcbb02238b9d6&vjs=3
797,newPrincipal Product Manager - Technical,Red Hat Software,"Raleigh, NC 27601•Remote",8 days ago,2021-09-09,"
luIn this role, you will join the team responsible for the Red Hat Data Services portfolio for managed and unmanaged data services offerings and work with our…lu
",,https://www.indeed.com/rc/clk?jk=ecc41621eb40fd82&fccid=e24a60f01d1882d1&vjs=3
798,Software Engineering Manager - Product,Facebook,Remote,30+ days ago,2021-09-09,"
luSoftware Engineering Managers are clearly characterized by progressive technical experience and demonstrated progression in management responsibility.lu
",,https://www.indeed.com/rc/clk?jk=dc02e7df77c516f3&fccid=1639254ea84748b5&vjs=3
799,DevOps Engineer (Remote),Accuray,"Madison, WI 53717•Remote",30+ days ago,2021-09-09,"
luIn this position, you will play a key role in enabling, transforming, and refining how our engineering team operates with a focus on automating solutions,…lu
",,https://www.indeed.com/rc/clk?jk=05c966d88d90250d&fccid=e7f7fe126499741b&vjs=3
800,Lead Software Drupal Engineer - Remote,Adtalem Global Education,"Chicago, IL 60661 (West Loop Gate area)•Remote",30+ days ago,2021-09-09,"
luThis Technical Lead Lead will be a hands-on person, responsible for working Drupal 7/8 projects through the entire life cycle.lu
",,https://www.indeed.com/rc/clk?jk=dd6fabcd6ba1be52&fccid=f514a91d9384bcfb&vjs=3
801,"Staff Software Engineer, Search Matching",Etsy,"Brooklyn, NY 11201•Remote",30+ days ago,2021-09-09,"
luAs an engineer on the team, you will play a major role in improving the shopping experience for millions of Etsy buyers!lu
",,https://www.indeed.com/rc/clk?jk=21a73b7bffc78f7e&fccid=9ecb91618c39a24f&vjs=3
802,"newSenior Software Engineering Manager (Remote, Americas)",Shopify,"Washington, DC•Remote",8 days ago,2021-09-09,"
luMerchants can use the software to design, set up, and manage their stores across multiple sales channels, including web, mobile, social media, marketplaces, and…lu
",,https://www.indeed.com/rc/clk?jk=f998a9d9b5016238&fccid=d5a5824be27ba831&vjs=3
803,Senior Full Stack Web Developer,Patientco,"Atlanta, GA•Remote",30+ days ago,2021-09-09,"
luBuild, test, and support new features/bug fixes in both new and existing applications.lu
luThis position will also manage projects building out internal tooling to…lu
",,https://www.indeed.com/rc/clk?jk=4cd2e81f7ad7bf66&fccid=234fcbb02238b9d6&vjs=3
804,newPrincipal Product Manager - Technical,Red Hat Software,"Raleigh, NC 27601•Remote",8 days ago,2021-09-09,"
luIn this role, you will join the team responsible for the Red Hat Data Services portfolio for managed and unmanaged data services offerings and work with our…lu
",,https://www.indeed.com/rc/clk?jk=ecc41621eb40fd82&fccid=e24a60f01d1882d1&vjs=3
805,Software Engineering Manager - Product,Facebook,Remote,30+ days ago,2021-09-09,"
luSoftware Engineering Managers are clearly characterized by progressive technical experience and demonstrated progression in management responsibility.lu
",,https://www.indeed.com/rc/clk?jk=dc02e7df77c516f3&fccid=1639254ea84748b5&vjs=3
806,DevOps Engineer (Remote),Accuray,"Madison, WI 53717•Remote",30+ days ago,2021-09-09,"
luIn this position, you will play a key role in enabling, transforming, and refining how our engineering team operates with a focus on automating solutions,…lu
",,https://www.indeed.com/rc/clk?jk=05c966d88d90250d&fccid=e7f7fe126499741b&vjs=3
807,Software Engineering Manager - Infrastructure,Facebook,Remote,30+ days ago,2021-09-09,"
luSoftware Engineering Managers are clearly characterized by progressive technical experience and demonstrated progression in management responsibility.lu
",,https://www.indeed.com/rc/clk?jk=b55e62bb82ff96b1&fccid=1639254ea84748b5&vjs=3
808,"Technical Lead, Product Engineering (US Remote)",Fullscript,"Phoenix, AZ•Remote",30+ days ago,2021-09-09,"
luLead one or two of our small Product engineering teams.lu
luPlan and architect projects, leading design discussions and decisions.lu
luGenerous PTO and competitive pay.lu
",,https://www.indeed.com/rc/clk?jk=eac405fe4a5408eb&fccid=2991caacecd50eb8&vjs=3
809,"Security Engineer, Sr",Health Catalyst,Remote,Active 23 days ago,2021-09-09,"
luImplement security features and monitoring tools, performing periodic security assessments.lu
lu*Data: integrate data in a flexible, open & scalable platform to…lu
",,https://www.indeed.com/company/Health-Catalyst/jobs/Security-Engineer-6eb056a7bd7cdbb5?fccid=d7d403f3184c0ee9&vjs=3
810,Lead iOS Engineer (remote-US),Dow Jones,"Princeton, NJ 08544+1 location•Remote",30+ days ago,2021-09-09,"
luFamiliarity with API design for highly scalable services.lu
luYou’ve been building iOS apps for years.lu
luDesign, develop, and test mobile applications for The Wall…lu
",,https://www.indeed.com/rc/clk?jk=ef3ee6ab34367a81&fccid=d2621f51dde471d3&vjs=3
811,AI/ML Senior Full Stack Engineer - Center for Digital Health...,Mayo Clinic,"Rochester, MN 55901•Remote",30+ days ago,2021-09-09,"
luWe are building a team of talented data scientists, implementation analysts and software engineers to develop and implement AI models into production use and…lu
",,https://www.indeed.com/rc/clk?jk=47358b0006af01d8&fccid=26877094797beef3&vjs=3
812,"Engineering Manager, Data Streaming, Core Infrastructure - E...",Slack,Remote,15 days ago,2021-09-09,"
lu300M events per minute broadcast to Slack clients.lu
lu90B database queries per day.lu
lu6B background jobs enqueued per day.lu
luReal-time messaging and event fanout.lu
",,https://www.indeed.com/rc/clk?jk=3370e87b4035e254&fccid=8d0ce3817d129779&vjs=3
813,AppD Associate Technical Consultant - Customer Experience (),AppDynamics,"Richardson, TX•Remote",15 days ago,2021-09-09,"
luIn this role, you will be implementing AppDynamics' solution in diverse environments of our international customers.lu
",,https://www.indeed.com/rc/clk?jk=d304a12b136d97ac&fccid=e37c1d7246c91b01&vjs=3
814,newInformation Security Engineer II (Enterprise Risk Management...,Lumen,"Broomfield, CO 80021•Remote",6 days ago,2021-09-09,"
luThe Information Security Engineer II is a member of the Information Security Governance and Risk team that is responsible for delivering security requirements…lu
",,https://www.indeed.com/rc/clk?jk=c01098394a62f83b&fccid=fa05afb3210273ab&vjs=3
815,Cloud Architect,Octo,"Reston, VA 20191 (Hunter area)•Remote",14 days ago,2021-09-09,"
luExperience with scalable architectures using Azure App Service, API management, serverless technologies, container orchestration (e.g. Kubernetes, Cloud Foundry…lu
",,https://www.indeed.com/rc/clk?jk=ebe28a4e38e9a223&fccid=b5c75a20c6f3d3e5&vjs=3
816,Senior Data Engineer - Remote,The Hartford,"Hartford, CT•Remote",15 days ago,2021-09-09,"
luWe are seeking a talented professional with a proven track record of engineering and operationalizing a next generation analytics solution suite using Cloud …lu
",,https://www.indeed.com/rc/clk?jk=be41f07369fd7cca&fccid=25d3835187829237&vjs=3
817,"Sales Engineer (Remote - Kansas City, MO)",Dynatrace,"Kansas City, MO•Remote",21 days ago,2021-09-09,"
luAs a Dynatrace Sales Engineer, you will be a key member of the Dynatrace sales engine and will be responsible for providing excellent technical support to the…lu
",,https://www.indeed.com/rc/clk?jk=38dbac54729b3ecd&fccid=f540b41324bdc0f3&vjs=3
818,Senior Software Engineer,J2 Cloud Services,+1 locationRemote,14 days ago,2021-09-09,"
luIContact is seeking a full stack Senior Software Engineer to be a software developer of the iContact product.lu
luExperience with Core luPHPlu is a big plus.lu
",,https://www.indeed.com/rc/clk?jk=a58967ae0b297ac2&fccid=239b2c50421da0c8&vjs=3
819,Solutions Architect (Fluent English Speaker),Syneos Health Clinical,Remote,30+ days ago,2021-09-09,"
luSyneos Health Enterprise Architecture is implementing a broad strategy for application modernization that will bring applications up to industry leading…lu
",,https://www.indeed.com/rc/clk?jk=f89e84638b8d1e85&fccid=772a1485bbbe4156&vjs=3
820,Full Stack Web Architect/Engineer,Brainwaive,"Huntsville, AL•Remote",29 days ago,2021-09-09,"
luArchitect and implement a scalable cloud architecture.lu
luDesign and build a scalable, responsive web application.lu
luDesign and build the platform databases.lu
",,https://www.indeed.com/rc/clk?jk=8c3b1efe3dbdb27e&fccid=aaa3e3b8fd956f2f&vjs=3
821,Cyber Vulnerability & Pen Tester Analyst III,Rackspace,Remote,10 days ago,2021-09-09,"
luIn this role, you will lead Rackspace’s application security program by developing and driving strategic initiatives to improve the program through expansion of…lu
",,https://www.indeed.com/rc/clk?jk=912d2f0fb78a7738&fccid=b60c9324aeb7df96&vjs=3
822,Lead Engineer,W2O Group,Remote,21 days ago,2021-09-09,"
luDevelop and deploy new features in LAMP (or similar) environment.lu
luOur goal is to find someone who develops applications using cutting edge technology and is…lu
",,https://www.indeed.com/rc/clk?jk=0e50d656a2ae7dc6&fccid=a02a309f2586b2dd&vjs=3
823,Drupal Full Stack Developer,Sandstorm,"Chicago, IL 60640 (Ravenswood area)•Remote",30+ days ago,2021-09-09,"
luJoin a creative, collaborative, and nimble team to help architect and build innovative digital products.lu
luThe Drupal Full Stack Developer is a dynamic individual…lu
",,https://www.indeed.com/rc/clk?jk=b65006712d531025&fccid=614aca5bc7af00d5&vjs=3
824,newQA Software Automation Engineer,ECS Federal LLC,Remote,6 days ago,2021-09-09,"
luECS is seeking an Intermediate QA Software Automation Engineer who works independently or under only general direction on complex problems which require…lu
",,https://www.indeed.com/rc/clk?jk=adf0589b6791aafb&fccid=09a8b9777f4354d2&vjs=3
825,"Lead Technical Account Manager - WAH, MO",Lumen,Remote,30+ days ago,2021-09-09,"
luThe Lumen Technical Account Manager (TAM) is an advocate and trusted technology advisor providing customers with guidance and management over their managed…lu
",,https://www.indeed.com/rc/clk?jk=9ff3ab5d9553f26c&fccid=fa05afb3210273ab&vjs=3
826,"Sr Software Engineer, Mobile",American Standard,"Piscataway, NJ 08854•Remote",30+ days ago,2021-09-09,"
luTranslate business needs and complex problems into systems requirements with system design architectures that are robust, flexible and scalable.lu
",,https://www.indeed.com/rc/clk?jk=fd6946d3d261c944&fccid=9abc205b1f92e947&vjs=3
827,Cloud Storage Engineer,"The Constant Company, LLC Creator of Vultr",Remote,30+ days ago,2021-09-09,"
luAs a Cloud Storage Engineer, you will help refine and manage our Ceph-based object and block storage products.lu
luFluent in Linux (CentOS/RHEL/Debian/Ubuntu).lu
","$70,000 to $100,000 a year",https://www.indeed.com/rc/clk?jk=a938f6ac7d6e3c49&fccid=dd616958bd9ddc12&vjs=3
828,"Staff Software Engineer, E-commerce (Remote)",Minted,"Kansas City, MO 64108 (Crown Center area)•Remote",13 days ago,2021-09-09,"
luBuild and maintain backend architecture for our high-traffic e-commerce platform that is scalable, extensible, and efficient in usage of system resources …lu
",,https://www.indeed.com/rc/clk?jk=f0831cb7b04bf1a0&fccid=b806b5fae6a94a1d&vjs=3
829,Localisation/Multimedia Engineer - LATAM,Larsen Globalization,Remote,30+ days ago,2021-09-09,"
luMultimedia Engineers will work as part of a cross-functional group within the Technical Operations Team to ensure the quality and timely delivery of high…lu
",,https://www.indeed.com/rc/clk?jk=ad09ffb6ae3c9c50&fccid=43072344136cae44&vjs=3
830,IT Software Developer II - MS Power Platform,CohnReznick,+1 locationRemote,30+ days ago,2021-09-09,"
luCombine/balance the use of out-of-box solution features and custom development.lu
luThe IT Software Developer II is responsible for the creation of MS Power…lu
",,https://www.indeed.com/rc/clk?jk=80dfaffae72e57b0&fccid=f0bade0760e83581&vjs=3
831,"Senior Consultant - Application Security | Remote, USA",Optiv,"Overland Park, KS•Remote",30+ days ago,2021-09-09,"
luOptiv is a multi-disciplined consulting team with focus areas on network penetration, malware analysis, vulnerability research, hardware testing, operating…lu
",,https://www.indeed.com/rc/clk?jk=cabdd26352bba0f4&fccid=49695b7608b70a89&vjs=3
832,Senior ServiceNow Developer,Bravium Consulting,Remote,30+ days ago,2021-09-09,"
luThis resource will be responsible for providing software configuration and customization including, but not limited to: screen tailoring, workflow…lu
",,https://www.indeed.com/rc/clk?jk=ba324211ead5715f&fccid=b1a6c2884d6cc4af&vjs=3
833,Staff Software Engineer,Nomad Health,Remote,30+ days ago,2021-09-09,"
luWork closely with a small, dynamic team to build product and platform features that will improve the performance and experience of Nomad.lu
",,https://www.indeed.com/rc/clk?jk=1247668c40607dd8&fccid=2689b06a1fbc0bc4&vjs=3
834,Senior Data Engineer (Remote) - Advanced Technology Group,Cognizant Technology Solutions,"Chicago, IL 60601 (Loop area)•Remote",30+ days ago,2021-09-09,"
luThe ATG Data Engineer primary role is to strategize, implement, solve, and execute on data related solutions to support ATG initiatives on a variety of…lu
",,https://www.indeed.com/rc/clk?jk=8581f4c20a9044a2&fccid=2df6a1e69a70a1e7&vjs=3
835,"ServiceNow Developer, Senior",Booz Allen Hamilton,"Herndon, VA•Remote",30+ days ago,2021-09-09,"
luThat’s why we need you, a lead ServiceNow developer with the skills to build on this platform that will transform the DoD client's business operations.lu
",,https://www.indeed.com/rc/clk?jk=66f837c5f62eae2d&fccid=4e041af1d0af1bc8&vjs=3
836,Technical Project Manager,"Salient CRGT, Inc","Washington, DC 20016 (AU-Tenleytown area)•Remote",30+ days ago,2021-09-09,"
luThe ideal candidate will be responsible for managing a team of 4 web devleopers in publishing content for GAO.lu
lu2+ years managing a team of web developers.lu
",,https://www.indeed.com/rc/clk?jk=d74889689204abde&fccid=ba506dbcf2ffc973&vjs=3
837,DevOps Engineer,Core4ce.com,Remote,14 days ago,2021-09-09,"
luThe sustaining team is responsible for on-going operational management of the new system, routine upgrades of underlying software and system components, and…lu
",,https://www.indeed.com/rc/clk?jk=2460ab7f14ffdf28&fccid=fce41f6d7b015073&vjs=3
838,Cloud Infrastructure/DevOps,Calabria Group,"Huntsville, AL•Remote",30+ days ago,2021-09-09,"
luClient is seeking an experienced high-performing Senior Engineer position installing, configuring, customizing, integrating, debugging/problem solving, and…lu
",,https://www.indeed.com/rc/clk?jk=971111ea6da8d2df&fccid=2dbc1d277f9a46df&vjs=3
839,Asst Director - Senior Software Engineer (web development) -...,Moody's Corporation,"New York, NY•Remote",30+ days ago,2021-09-09,"
luTake ownership of Business Missions/Epics and stories; Implement and test features based on the requirements.lu
luJavaScript and web services is a must!lu
",,https://www.indeed.com/rc/clk?jk=863b0788285c1bf8&fccid=28eefc5b86560831&vjs=3
840,Senior Web(CMS & ReactJS) Engineer - Remote,Asics Digital,Remote,30+ days ago,2021-09-09,"
luASICS Digital is a division of ASICS based in Boston, Massachusetts.lu
luLearn our marketing systems and implement performant, reliable technical patterns within…lu
",,https://www.indeed.com/rc/clk?jk=bc19dcbb4a34a4e8&fccid=caeda5ad09a34584&vjs=3
841,Senior Sales Engineer,Morpheus Data,Remote,30+ days ago,2021-09-09,"
luThis is a Senior Sales Engineer role with a combination of presales skills, practical technical skills, alongside commercial and sales awareness.lu
",,https://www.indeed.com/rc/clk?jk=41d67be7739401d0&fccid=ad55c5d369cc0ae6&vjs=3
842,ServiceNow Architect,Guidehouse,"Washington, DC 20006 (Foggy Bottom area)•Remote",30+ days ago,2021-09-09,"
luAs a Senior ServiceNow Developer and Architect, you’ll lead the overall design and development of multiple ServiceNow applications across several projects.lu
",,https://www.indeed.com/rc/clk?jk=54b37fb9bf3b5db7&fccid=b8fdf400786b78b1&vjs=3
843,newRemote Mid-Level PHP/MySQL Programmer/Developer,ApplicantPro,Remote,Today,2021-09-09,"
luA few years of professional development experience under their belts.lu
luGreat working knowledge of relational databases like MySQL or Postgres.lu
","$60,000 to $90,000 a year",https://www.indeed.com/rc/clk?jk=20f22a8c858c3e4e&fccid=9ffa9b2e4859fc3c&vjs=3
844,Senior Full Stack Engineer,Nomad Health,Remote,30+ days ago,2021-09-09,"
luWork closely with a small, dynamic team to build product and platform features that will improve the performance and experience of Nomad.lu
",,https://www.indeed.com/rc/clk?jk=5d6f184dbff9584f&fccid=2689b06a1fbc0bc4&vjs=3
845,"Leader, Enterprise Data",American Standard,"Piscataway, NJ 08854•Remote",30+ days ago,2021-09-09,"
luAs a key member of the LIXIL Americas IT Organization, this position is responsible for Data Management and architecture of various entities including product…lu
",,https://www.indeed.com/rc/clk?jk=921ac5eb6373b473&fccid=9abc205b1f92e947&vjs=3
846,DevOps Engineer (Remote),ECS Federal LLC,"Albuquerque, NM•Remote",30+ days ago,2021-09-09,"
luHelp automate and streamline operations and processes.lu
luBuild and maintain tools for deployment, monitoring and operations.lu
",,https://www.indeed.com/rc/clk?jk=745e83e32923f171&fccid=09a8b9777f4354d2&vjs=3
847,"newSenior Lead/Staff Backend Software Engineer (Remote, America...",Shopify,"Washington, DC•Remote",8 days ago,2021-09-09,"
luDesign and build highly available, resilient and scalable platform primitives & API.lu
luAt Shopify, Senior Lead Engineers (also referred to as Senior Staff…lu
",,https://www.indeed.com/rc/clk?jk=55f258e171f6beaf&fccid=d5a5824be27ba831&vjs=3
